Open,High,Low,Close,Adj Close,Volume
225.0399932861328,225.8300018310547,223.8800048828125,225.24000549316406,208.89544677734375,91366500
225.6199951171875,226.75,225.61000061035156,226.5800018310547,210.13824462890625,78744400
226.27000427246094,226.5800018310547,225.47999572753906,226.39999389648438,209.9712677001953,78379000
226.52999877929688,227.75,225.89999389648438,227.2100067138672,210.72247314453125,71559900
226.91000366210938,227.07000732421875,226.4199981689453,226.4600067138672,210.02691650390625,46939700
226.47999572753906,227.4499969482422,226.00999450683594,226.4600067138672,210.02691650390625,63771900
226.36000061035156,227.10000610351562,225.58999633789062,227.10000610351562,210.6204833984375,74650000
226.5,226.75,224.9600067138672,226.52999877929688,210.091796875,72113200
226.72999572753906,227.39999389648438,226.69000244140625,227.0500030517578,210.57412719726562,62717900
226.30999755859375,226.77999877929688,225.8000030517578,226.25,209.83213806152344,61240800
226.5399932861328,226.8000030517578,225.89999389648438,226.75,210.2958526611328,54793300
226.83999633789062,227.0,225.41000366210938,225.91000366210938,209.516845703125,66608800
226.6999969482422,227.30999755859375,225.97000122070312,226.74000549316406,210.28660583496094,129168600
226.74000549316406,226.80999755859375,225.27000427246094,226.14999389648438,209.73939514160156,75061600
226.39999389648438,228.0800018310547,226.27000427246094,227.60000610351562,211.08419799804688,95555300
228.6999969482422,229.57000732421875,228.50999450683594,229.57000732421875,212.9112091064453,84437700
229.39999389648438,229.7100067138672,229.00999450683594,229.3300018310547,212.6886749267578,59970700
229.4199981689453,229.58999633789062,228.75999450683594,228.97000122070312,212.35475158691406,59711100
228.1699981689453,228.1999969482422,226.41000366210938,227.5500030517578,211.03781127929688,79737300
226.97999572753906,227.60000610351562,226.32000732421875,227.52999877929688,211.01925659179688,75880800
227.52999877929688,228.58999633789062,226.94000244140625,227.6199951171875,211.1027374267578,79117700
227.6199951171875,228.10000610351562,226.82000732421875,227.77000427246094,211.24185180664062,69657600
228.82000732421875,229.5500030517578,228.4600067138672,229.33999633789062,212.6979217529297,80563200
228.8699951171875,229.3300018310547,228.5399932861328,228.92999267578125,212.31764221191406,57790100
229.3800048828125,229.66000366210938,228.72000122070312,228.94000244140625,212.32693481445312,57931200
228.94000244140625,229.38999938964844,228.30999755859375,229.24000549316406,212.60519409179688,51566200
229.24000549316406,230.9499969482422,229.24000549316406,230.60000610351562,213.8665008544922,65955200
231.0,231.77000427246094,230.6199951171875,231.50999450683594,214.71043395996094,66015900
232.0800018310547,233.07000732421875,232.0500030517578,232.77000427246094,215.87904357910156,55182100
232.55999755859375,233.7100067138672,232.16000366210938,233.6999969482422,216.74154663085938,71109000
233.4499969482422,235.13999938964844,233.38999938964844,234.9199981689453,217.87298583984375,86785800
234.9499969482422,235.16000366210938,233.85000610351562,234.72000122070312,217.68751525878906,84722400
233.9499969482422,235.08999633789062,233.92999267578125,235.08999633789062,218.0306854248047,77204100
235.52000427246094,236.69000244140625,235.50999450683594,236.49000549316406,219.32908630371094,88946100
236.02000427246094,236.5399932861328,235.8300018310547,236.27999877929688,219.13430786132812,62115200
236.8800048828125,236.89999389648438,235.55999755859375,236.44000244140625,219.2826690673828,74615900
235.4600067138672,236.7899932861328,235.41000366210938,236.74000549316406,219.56092834472656,82381600
236.63999938964844,237.30999755859375,236.35000610351562,237.11000061035156,219.9040985107422,56515400
236.6699981689453,236.9499969482422,236.02000427246094,236.47000122070312,219.310546875,96961900
238.38999938964844,240.32000732421875,238.3699951171875,239.77999877929688,222.38035583496094,149158200
239.55999755859375,239.57000732421875,238.2100067138672,238.27000427246094,220.97991943359375,70246000
238.1699981689453,238.61000061035156,237.72999572753906,238.4199981689453,221.11903381347656,81974300
237.5,238.1199951171875,237.00999450683594,237.7100067138672,220.4605712890625,55391500
237.36000061035156,237.77000427246094,236.75999450683594,237.0,219.80209350585938,65103700
237.33999633789062,237.63999938964844,236.39999389648438,236.55999755859375,219.3939971923828,78168800
236.6999969482422,237.24000549316406,235.74000549316406,236.86000061035156,219.67221069335938,90683900
237.97000122070312,238.02000427246094,236.58999633789062,237.69000244140625,220.4420166015625,81991700
237.6199951171875,237.86000061035156,237.24000549316406,237.80999755859375,220.5532989501953,57256800
237.17999267578125,237.24000549316406,236.19000244140625,236.89999389648438,219.70933532714844,59880800
237.55999755859375,239.44000244140625,237.2899932861328,238.9499969482422,221.610595703125,96081800
239.11000061035156,239.1999969482422,238.10000610351562,238.47999572753906,221.17466735839844,78344000
237.75,237.97000122070312,237.02999877929688,237.02999877929688,220.78623962402344,89002100
237.02999877929688,237.36000061035156,236.32000732421875,236.77000427246094,220.54408264160156,52537000
237.47000122070312,237.61000061035156,233.5800018310547,233.72999572753906,217.71238708496094,131809300
233.77000427246094,234.61000061035156,233.0500030517578,234.27999877929688,218.22471618652344,97569200
234.27999877929688,235.33999633789062,233.60000610351562,234.02999877929688,217.99183654785156,100410300
234.3800048828125,235.0399932861328,232.9600067138672,233.86000061035156,217.83348083496094,112504900
231.92999267578125,233.9199981689453,231.61000061035156,233.6199951171875,217.6099395751953,87454500
233.27000427246094,235.80999755859375,233.13999938964844,235.32000732421875,219.19346618652344,93483900
234.99000549316406,235.80999755859375,234.72999572753906,235.5399932861328,219.39837646484375,61950400
235.47000122070312,236.52000427246094,235.27000427246094,236.2899932861328,220.0969696044922,56737900
235.89999389648438,236.50999450683594,235.67999267578125,235.74000549316406,219.5846710205078,73733100
235.8000030517578,236.02999877929688,233.91000366210938,235.3300018310547,219.20277404785156,85546500
235.0,235.5800018310547,234.55999755859375,235.47999572753906,219.3424835205078,56466200
236.25999450683594,237.38999938964844,234.5399932861328,234.77999877929688,218.69046020507812,108800600
234.94000244140625,236.0399932861328,234.42999267578125,235.44000244140625,219.3052215576172,69135800
235.14999389648438,236.0,234.63999938964844,235.1999969482422,219.08168029785156,74412300
235.36000061035156,236.25999450683594,234.72999572753906,235.33999633789062,219.21205139160156,67615300
234.89999389648438,235.17999267578125,233.33999633789062,235.05999755859375,218.95126342773438,88045300
234.74000549316406,234.9600067138672,233.77000427246094,234.02999877929688,217.99183654785156,81864400
233.63999938964844,234.49000549316406,232.50999450683594,232.50999450683594,216.57598876953125,92880400
233.11000061035156,234.57000732421875,232.8800048828125,234.57000732421875,218.49484252929688,68405400
233.72000122070312,234.49000549316406,233.0800018310547,233.8699951171875,217.84278869628906,83225800
234.52000427246094,234.9499969482422,233.17999267578125,233.44000244140625,217.4422607421875,68699900
234.14999389648438,235.85000610351562,233.77999877929688,235.33999633789062,219.21205139160156,92572200
235.25,235.30999755859375,234.1300048828125,234.58999633789062,218.51345825195312,110389800
237.17999267578125,237.41000366210938,234.55999755859375,237.1699981689453,220.9166717529297,119209900
237.91000366210938,238.9499969482422,237.80999755859375,238.5500030517578,222.2020721435547,76698300
238.50999450683594,239.52999877929688,238.35000610351562,238.39999389648438,222.0623779296875,84702500
